tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,sAPKASO2JX9ikMsGI02IUEyBQzSIj4CvviM5SGSeptD63kIfFzBqOOrttA,load L92k8UEM6QZ,700,529,472,False,False,False,False
GRANDMASTER,ZuAn2SYE3qcfIxf6QArGOVGlCf85TdqsBfvqDjm_uIHy5ns,한국 렝가,430,470,430,False,False,True,True
GRANDMASTER,0UowFbURtE8N2fJuCF3JCn245NJcF-OtKVZJDIS05xTG6ZupZvRyXPRNzg,DK Bible,575,1075,1034,False,False,True,False
GRANDMASTER,oAsOwgaHKJYnqeKA7kvSXd5iH7CCuA_nxhLvZWiDGdtv49yOOBBULIFhXw,애달프다,743,172,118,False,False,True,True
GRANDMASTER,Q0sON02RDXA6IiygsCnPyMxyq_UNEwRd5V3aWWG8WkkM5SNCwehnp1kBsQ,Angddu,442,132,93,False,False,True,False
GRANDMASTER,clvVTR3jQ3UIrkJX1FNBKK7cdBxp5YI9_8G53uv1zy8U4mxGzepZobXPjQ,YAYAQAQ,730,131,96,False,False,False,False
GRANDMASTER,0C8GXSzUPQKwv80vCtLQ4hI5mu45lHYVZzOcNKLJuROw-2pi,mei  jian  xue,581,1165,1122,False,False,False,False
GRANDMASTER,q1SRvfBlLmKuIOXPo3BjI-WbP8hNU96MD1fghxuNyySEjJY,PuIse,641,523,471,False,False,False,False
GRANDMASTER,OoTPY48kjHwAA2Sj0TpGWtB63Lmw4v3NonzdahBDTzCIHIVo3o4FDYl0Sw,19old summer,578,362,297,False,False,True,False
GRANDMASTER,B-uPq-N0MTZeWkHze2gSSr0_VosGc60_Uv3Nlzx1X2UMdL4,Innocent crown,585,397,365,False,False,False,False
GRANDMASTER,IdsicRdPY0Fw0ACtVBaDN8JrfAYq0SXztzPuQL1C2hL4HVU,워너비해피,550,160,120,False,False,False,False
GRANDMASTER,VRSLBkh0KiOPKkOycfdHVA0A5SYDOrttVuHkhS_6jltgoNo,it calls echoes,655,974,939,True,False,False,False
GRANDMASTER,HsTFMiZPYTyz7RaDYjIUYAO8zI8qWkCnpDloRBLxIVvgSNlFiR8WVeI_Qg,1241235115551535,471,888,846,False,False,True,False
GRANDMASTER,xIEPyLVRuv3sJu42v8biX8cM_brJPXdlfQNPk_wNSCJLavg,Switch Lanes,479,305,260,False,False,False,False
GRANDMASTER,4qcdscmzFGNSk_MaxojOScviX4k1LE_zHfTft3ItDf833FrXHFasmzQwVg,lIllllIIllllll,434,376,319,False,False,False,False
GRANDMASTER,rrgff5z9z4k8WfwhDxw7zGsrw9srAq9Axmx8rc5PxvWM1B0j_bdDelz_2Q,애쉬 아일랜등,506,218,147,False,False,True,False
GRANDMASTER,6lNVDV3RO_i2NPjtxhEmxEmrDPU7Db5DmwDwsptfiNN3yxM,기모링딩동1,572,742,698,True,False,False,False
GRANDMASTER,wBZ_N9YF95IWy7hLPd39AJFsIZNB673UphqqrUaLe-YUTHgVPJG1uIvO9Q,46A,475,523,458,False,False,False,False
GRANDMASTER,A6wVhvwnn6DG7CJm8StzD_6kkUArzN9X-UHk__8xjZmmHIQ,시무룩한,445,242,203,False,False,False,False
GRANDMASTER,TLqJxY9EgOahn35HnMa59mxpZ-MolocwOnXw_NFaER4YjSM,ZED99,600,349,286,False,False,True,False
GRANDMASTER,LlHL3OqpVQujvmDU273EuMDxQISaNCp7YMiMoUkOmOaEJu1LttzVrqWI8A,go home sleep ,417,669,608,False,False,True,True
GRANDMASTER,syMGQDKZ5ygfDnxld_vlmYWTOsXeVwwFwn7RS9DmPeRK76c,Stay Or Be Alone,420,516,481,False,False,False,False
GRANDMASTER,Lq86kgak-cBBeeGZ7MOUWQKCwKR3xpk16BfaiOvHXmMFhDujvDRYMpu2LA,돌그자체,470,227,171,False,False,False,False
GRANDMASTER,zXDQwesQTyh0Wb_e5S_KCSH3oGKy1Zy-jtVqCBqrUoYmLgs,bbbig babamba,553,249,213,True,False,False,False
GRANDMASTER,UWN20gFLv1x9wURuVClkzdwWqCHqQfgcuAz627niR2RkhiVSt901ShmzWQ,베라국룰민트초코,454,127,78,False,False,False,False
GRANDMASTER,JFle_L_T0euEMOJxv5pPxGlIevQzkOUFGujScqxYCOXzf8k,VLN 히나타,416,191,130,False,False,True,True
GRANDMASTER,odL01vZfUyr_wHfrLgJfRykPCv3gLks3uVbo2R4J_pTGu4I,guocuozz,754,216,163,False,False,True,True
GRANDMASTER,WfIHuwITCHd32g3lMD4Nppvt47rN7Z4qu0hBVWnNR45j9kLOIKAWWuOTrA,wysjl,496,906,838,False,False,True,True
GRANDMASTER,faapGWOgP1BKxBxOV4NJRCR5Fz_vO8_hrCFdk_f7sd--jjY,신순댕,499,588,489,False,False,False,False
GRANDMASTER,3jUNS0lwgNVLwPi0Vrv3A9YvqJAg4vFIU4pDcWbLVhL1khgVb0hs2B-bdQ,Yuzzii,432,157,103,False,False,False,False
GRANDMASTER,mcK3--cLo0_jkIH6iqEajxhfOdqY1gir6oQDh_I8_JWH-nw,all my days,652,167,130,True,False,False,False
GRANDMASTER,xIetbOgSCHHcQkpv6L4TAnLbvLyKsXZjSldm0QWD5VXRTfI,쩡이는 귀염둥이,424,564,414,False,False,True,True
GRANDMASTER,N1fyJlPEQ_K_YQ5aYaZygLjfoCRhooyX1M1NZAsfSHTwpBM,은신 갈고리 부활,753,496,432,False,False,True,False
GRANDMASTER,35wnW2eW5DcLWI4c4CKL3J1FfFHejy_2-IQDMwaVas5gGA,조광희,527,300,259,True,False,False,False
GRANDMASTER,EJr4Dr7l83W2I_i8eRwjpS51tJxlx538cE5VCsUQ26txQDexHe7X0QmXeQ,vital0,498,124,85,False,False,False,False
GRANDMASTER,XmuGtaPVKDu9xzKmX-W7th0cq09H466j5BaigHqKqHGPfqk,fdadffdfa,515,125,89,False,False,False,False
GRANDMASTER,1rSEzo0XImLu63DuNOwVL_2CmgsqUOcaRuzUyuWHa0TRq0E,죽림초,466,944,905,True,False,False,False
GRANDMASTER,yLfOKnlTfzmC8gQZwl556kBznPIjofTWjvPU_X1w1Qe29ruiEn5Lgnjs9w,wananpyh,688,419,354,True,False,False,False
GRANDMASTER,RsGtWYDg0RJwNoe_8PSqbrCJCzW-unDGoVztKsDcJ6xII4Y,전 쥐,441,405,344,False,False,False,False
GRANDMASTER,1qP60KnRthsUx4UnvvPg12x6AuQsrK275lFsVFkCpq3AsfdLa5d2bBkJ1g,언젠가만나게되는,532,178,144,False,False,False,False
GRANDMASTER,RKuObb7ZpfUc-DGK_c69du29u4-VgpEKVE3aLoj6iqOkiMVJ6qogSqFVaA,huya  우르곳,523,348,285,False,False,False,False
GRANDMASTER,kRAZHUiWaGddUSuy-DcUOi8KZ4VgQzJ2K78zRw0fTfD3SA,PhasedKiller,619,280,217,False,False,True,False
GRANDMASTER,-ke5OqIVk7yMwUFXwupjmsXK7PfNW1xjGEB03mHkdJuFJA,wepoifjp,582,172,126,False,False,True,False
GRANDMASTER,EU7oMZqxLDOQ891xSmizcjQDmajC-FMGYHIOuXbaujU931E,실수는실력,631,941,889,False,False,False,False
GRANDMASTER,F0R9IDNvyT9ydQ6fyf29FTsH3WJN8_S2ur45fWLP8SG9KTk,민폐1,643,502,448,False,False,True,False
GRANDMASTER,VM9d5LA7mbGpTsk-yeeJePNL6GRAaKnGBEaPemt_mq4KiKRNNIh0Uo9IrA,PaidInFull,446,208,182,False,False,False,False
GRANDMASTER,oXC3BNOYMCzIShoYFKb7wzDXrYfyzr3sI9vFHAncsCFZSws,황진한,541,115,73,False,False,False,False
GRANDMASTER,qnYM6AFnVT6Yf-qOcQpd52h2D27LYfKzV3kvMCHzs5Ex2VU,Sadman1,454,639,594,False,False,False,False
GRANDMASTER,-TkORybVl1PEaiZr9cdgc3vAADIlm79cuQWmD-GspO4YXguY,가민준,662,281,231,True,False,False,False
GRANDMASTER,Di5Q6y_rDveF8n59dExTZyZFZ6JLsE_LKSqbal6lIS4TUJM,임녜준,416,410,374,True,False,False,False
GRANDMASTER,os9W1jiklJ9x6Ff8wiZ46f7rbRlljnxadquYTcRElgnblH8TXjnXj_hf_g,sword god14,643,377,316,False,False,False,False
GRANDMASTER,DxzcQlELp2EtnVS9r_b12LqLjSPo5HjwquAw6X-NDyAtT6A,Choln,429,294,265,False,False,True,False
GRANDMASTER,aMRtiRc6UuhLj0uKgPoAiFf3PaXMQNHpZyANlrYoFpI7Vco,255LV,572,180,117,False,False,False,False
GRANDMASTER,j0EdcOUPRu7Mvs211hdUHFierIugAM5DMqJLq_lsQ0OHW9w,Serious game,462,806,774,False,False,True,False
GRANDMASTER,i205IPToWHnP_RyfiZ-Lyo3yRXQXMQtL2ozLkkWNcnbFGyDJ,LSB Courage,519,610,572,False,False,False,False
GRANDMASTER,nIzSXjtmI6B2KGLXFaz8LnGwMLHsXcdQ-krPNzM-t-PP-vY,impupupu,614,449,405,False,False,False,False
GRANDMASTER,hAbo0RlzsrBSLqnH3rKn-XcDYOgcf9yIBEiksj93JGYBTQ,대포내꺼 퉤퉤,571,359,294,False,False,True,False
GRANDMASTER,aQwVWGG8rrEcAFEFMZrgFaq2M-TVVFM7HwDssHtjki7Q8VY,무적별사탕,485,121,80,False,False,False,False
GRANDMASTER,ZhD995kbLafh9NOahYUpAG6AwYAZAsKJcRsO3INIAXcmAg,김따코,637,696,647,False,False,False,False
GRANDMASTER,v2lZ05D05r2DQcJMuTMYNqxymiZFVetVdZDPWQh69prCvdk,Je vous aime,643,666,608,True,False,False,True
GRANDMASTER,gv9MBOB4KygGRJf6xj3D2XHrYAafGbuhe_chC0f5ulEWopc,Sutkressuree,646,973,932,False,False,True,False
GRANDMASTER,rrNmkK2Gy6tglR-qcLDk_TYgRbIx512WIK9KIXcz3tIHUqeFf_qqKOvspA,jltdtimy,522,490,448,False,False,False,False
GRANDMASTER,Vq75vhbk3-Y6og1C2ASesyY3esqhDD1xuZjUkT9ho4MM_6c,아현누나 이쁘다,542,658,605,True,False,False,False
GRANDMASTER,zNzz-qo5IZoiYiTFBxzFzlrR14xIM5delZfVzetYF__vFAY,LSB Pungyeon,583,1521,1481,False,False,True,False
GRANDMASTER,9f7l0QoQFWi5wR3U9eTW5woOebfDUHStX87mOb87FDMMkjY,족밑밧족밑저,508,474,421,False,False,True,False
GRANDMASTER,wk833IgLm5cDHIRfRmkZb1j1P9Z-iB5el6qa7vF3SuKYtaKDYCNQ3DpXHw,Lpc11,583,734,669,False,False,True,False
GRANDMASTER,lINn-YrD2xm7D8uKSXEOekvzz-orn86MptfiCqiL_FFBlfQ,Nealry Dead,426,480,441,False,False,True,True
GRANDMASTER,1MqBQgQtf8WYADhsJySFfvc1hzDxnP8Zj_-q0j6bdkbxV0yj,성광스키,431,317,286,False,False,True,False
GRANDMASTER,JQbtHyS-lD05Q2wga_3b9AXssDdIkF48kXLX6gPbd-Xxqz4,큐 지,430,265,190,False,False,False,False
GRANDMASTER,NDl6_vZc3D-GjgdDjcWT5QoF0W-KCUerHPSa2cCf9nwM3Vu_HOqqCetW3w,Kratoscc,713,157,94,False,False,False,True
GRANDMASTER,yt6qP4jmvAGPUx6yx3GvDdfJDvpGtDICZFocfps3Wzu1Cn8,ANG TV,430,537,512,True,False,False,False
GRANDMASTER,koKRbEPrA1qal9zXXu2vpSxW7SODMyg1D_mARjQ6jbkzF3LspG0n2ziT3Q,manmanO,612,693,619,False,False,True,False
GRANDMASTER,4-Mw2J5Gk_0tgaqnO8nSljVxafCMb5PDNpZtE_q9tDNcafM,PTN Howin,449,931,881,False,False,False,False
GRANDMASTER,xV97mawhMjmbvUBBhrUFNbBfdj4j2jnYndaUjSeJjS_TKL9QOcUoZkvy9w,죠랄죠랄죠랄해,484,196,138,False,False,False,False
GRANDMASTER,ce_Iini0-rj_j5quKS4MxCl8hbdyfLw_KhaSBiGUsmxHQqg,KT R ADC,505,906,885,True,False,False,False
GRANDMASTER,rzNErkAwh_tIOmuzGzyO8CdPk3EjSys8ZOjKS_HYsACG_Q,정재만,420,403,366,False,False,True,True
GRANDMASTER,jBt8isEXcmg9hg_-Fj02XkkfpfT2dxEkqrt4RNSwFGIyh2o,혜지King ,418,607,565,False,False,False,False
GRANDMASTER,J1ABm5Fw1eh0jNtLH5BLKxf8R-JHcjk7MYOTNOZa0j98pVJZvwhLsv6Wqg,써연누나 이쁘다,492,717,646,False,False,False,False
GRANDMASTER,Z0lYGw72fVZ7zUFQuWa54FWJZxvpFtVof_RrHJwGDUHTkwuSyXeKnqjyng,mengwolail,531,429,349,False,False,True,True
GRANDMASTER,7mm9LBnnQ5IfY83l3p0Ecj7IHnPVgrGQjxSGhfC3-D6yx0o,토낀 토끼,611,427,389,True,False,False,False
GRANDMASTER,Vf34RHnJph5PS4kF-qP0QXJkdb4wLtxDu9QXXDOz8h06VX4zGPD1mcZBbw,홍상현 암살부대,452,601,531,False,False,True,True
GRANDMASTER,YXAXMn5o2JWl1ywCEyNeuUwluHXDB15WY7lOaRqthQZ-b3E,Indexy,663,1236,1188,False,False,True,False
GRANDMASTER,yA7cHyP0FEfiJALtLktNX6kFzngqZZGGV-rc_dHVcvzMxyo,l3reeze,538,475,429,False,False,False,False
GRANDMASTER,q9JhSpp_BEvnA5J4lkmr1kxvGXMaq5aZsrSmiFZTzJbwIC0,NEED HER,639,448,397,False,False,False,True
GRANDMASTER,vGOlIvDLVcn_e1Y5qcXdbJOBqoZvrWpOhWfVrm-DX5ggdzrWAwsBcPpJEQ,wuliaodexianshi,488,1220,1162,True,False,False,False
GRANDMASTER,aWk3DY0bDeGa2XhwbrFSAtrizrSJspUYIATvlF2IMMxtq6k,원딜요미,419,432,399,False,False,True,False
GRANDMASTER,IZtVAhp8EeqZ3-IcNMbRfiLnJZU9bWprqHjadQdIzjN001s,BRO LukaLux,694,508,454,False,False,True,False
GRANDMASTER,EQlQLkG9_dYF2-v5Pst1mADGWiwUEkHDardqtoC5s78-pE_u,갱값하는미드,561,1046,997,True,False,False,False
GRANDMASTER,j356G0FMSfM5FKK2BwPYH0zqHRMEvRlUpw5dfayGLTUgmCo,헤이스트챌달리기,629,1174,1141,True,False,False,True
GRANDMASTER,csRXRQAyj_5CzsGYHbS70uy5ditmdRVJ3-HmDu4LrSgOhW4,다들말하네yessir,465,774,731,False,False,True,False
GRANDMASTER,Jogzad53bsyOkuj-VaFFDipRGXP-HilOIYH5M1nZ6ODmF4k,모찌베개말랑말랑,417,1688,1667,False,False,True,False
GRANDMASTER,lbOyZ-_Yk01F1Pe4kzOVHfMqHcVWJUVjxK77Vu7Z8vWZGWw,01 10 12,565,162,89,False,False,False,True
GRANDMASTER,zcVfl-iS04wvCE8uGE-5oGhsLGirvUapLB16r2-X8cCcdvU7ZT1UDq92zQ,Tryndamere777,467,81,58,False,False,False,False
GRANDMASTER,Rpvw6OZpGyzMl0WwIuDwmiiX7ZBjguvR7fUX4tPWdCJl3YU,제드하기싫어,486,261,206,False,False,True,False
GRANDMASTER,kvjqgaVLPfgqeI0OxDYvsG90xBbceAzfjLkrJ_1AKqfVmmA,홈런볼 다 내꺼,660,1008,969,False,False,False,False
GRANDMASTER,N8UuDNZd3l5oKaMPOXzLTd1_FmudWnbpKZFWOLXStllSJoQ,당신은게임을왜함,709,798,764,False,False,True,False
GRANDMASTER,yEDomrad0oGtfpREK5UMhSj_etG_qhmwmTwI2PEQbCoEK3I,잠수빈,499,460,390,True,False,False,False
GRANDMASTER,cEyZVD7-qSCnf3vxxUyDUVNv5ZLJrsqlqW2vRdtfr_vFECc,내목숨은아이어에,426,222,184,False,False,True,False
GRANDMASTER,SiOaKJnt7o2qOC2OIJOhG5tx1E4gBzwb3o7C4wiXz7o9Wf3NKURhGdn2Pg,kvy khavy,521,1082,1040,False,False,False,False
GRANDMASTER,rBEaWKA-gzre0u4OYKSWfBPtmq5qOaTeBzImfx9F6bsqKuw,닿 니,420,236,186,False,False,True,False
GRANDMASTER,qykMr8l9KmueEQhKr2Q6bLfciIdz-GS7iRflAY3A_oLK7IE,Fire man1,516,468,434,True,False,False,False
GRANDMASTER,X5B685COl-vhXmpQspx7I_uKqUaVvzPFtUbrh7NksDsXlgg,서폿 is DOGU,541,249,217,False,False,False,False
GRANDMASTER,uQVcSn3zEdihWPTV9sNvEIPEtnpq8GMkMUnW1pxV5e1F4ec,베인장인요맨,731,367,328,False,False,False,False
GRANDMASTER,_eLgUdv6OmqQ-nxKgjdED2tuGyFp1vDnElE53DPl5jT0JiNX2DrQoN1iag,떡잎마을 시민1,557,212,170,False,False,False,False
GRANDMASTER,0HyPDsSNvoyfqDpXVppT5pZlfvdCZPTYmKyLc0J8w6FrBZw,CCRGB,422,221,190,False,False,False,False
GRANDMASTER,sj2piTXwcL2BSj1SJELvrD0EMN83bRrL2JaSaZC8nqMLRNI,H Agent,528,936,878,False,False,False,False
GRANDMASTER,XNelZG8vMMpPwg4izobc5U9ARPPZCZPy-lvWu7ngbm2N8II,kismets,403,398,308,False,False,True,False
GRANDMASTER,QrUD-ekH0_Lh05TNuxy06VuqUiL94KjcWnVNoW8YSLYJ45JG,LimGeunWoo,680,552,498,False,False,False,False
GRANDMASTER,wkv0ojLlYImWmAUNsfZ-Di7ZytQeuY5BrEyjXq8gGuwgcgw,아이린,642,436,375,False,False,False,False
GRANDMASTER,dXlawAr0VkQuneu6Ni3R7RaKArT6a36rwvpVEXCoYKptHRw,znlydgyxyd,496,658,627,False,False,True,False
GRANDMASTER,peT6Ch9TMuIpDpvtxyc160QanMPWSyhOui9s6P9ylHdxUOKKeqGxX-wzbg,첼까지닉변안함,475,521,450,False,False,False,False
GRANDMASTER,lefKmH16_Xp2mJHuhd-e8_uW_jPTFZlXq34MPT-l7QgYUBc,즐 야,444,695,660,False,False,False,False
GRANDMASTER,SXRdRvplDPx1YRrUofzAeZAN_PNnOkl0n0XkNWhrQD5jAxU,무시무시고키부리,555,377,342,True,False,False,False
GRANDMASTER,tzMuu7k64DUQ95DXNSuFtUlAvOObAapvdf0w62L141-NHsM,LOOK ME SHOWTIME,649,629,589,False,False,False,False
GRANDMASTER,ptc2QPP7YVdJwf3W85LtL6xmBJiPlCf8gC-duaN5rUz0CtfQ2FxIsYlSaQ,Misak1,482,124,72,False,False,False,False
GRANDMASTER,6pRt2-m0a8mbnfag6WWefzjQIdHjndps3dd2gSCzIJC6Byc,wufawufa,636,815,770,False,False,True,False
GRANDMASTER,ThDo0YggrsP8GQ977dGu5L5T8j0uL7nwpssuxQD02afoWao,조까안해,642,640,577,False,False,False,False
GRANDMASTER,riaBZjAEYgeANLN14wg3H2epibz0utCPhsZkytXB37JTk6eD,woooooyu,477,809,772,True,False,False,True
GRANDMASTER,-7JzWmV9Bo30F1-tdqi2diuVFAmdwKYVmIzdckq3Az3q-nk,청희야,480,301,265,False,False,False,False
GRANDMASTER,zjsx4TGwNGiqW6eOK9uW8PirPOzKuYr73l7rp7uLiKfRvoUHdzlyHf26zg,맘 편히 자고싶다,474,238,200,False,False,True,False
GRANDMASTER,B5H_hrtnUK_tF7Qb8sVJUxZiezJAfEX6ZK6NaMdREYcT8vk,박슬온,450,344,285,False,False,True,False
GRANDMASTER,L1KCnFflXUaMjm5B_U3wUZA-1Vtbgl8XLWEKImQ9glrS0Tk,짐승의 강타,467,386,355,False,False,False,False
GRANDMASTER,5wsCuwVs7a0xRqO08eQm8dvssxd_vKLkfPtMAoT1zRS5DNE,해강고 원딜,580,468,426,False,False,False,True
GRANDMASTER,KdnOGxmnTQ8XyVYKWuP_-WlAGEQ0GvR-9pT_KMhVY2PyhJgkoL_hhILMSw,liu hen ze 1hao,462,374,318,False,False,True,False
GRANDMASTER,S2i-0PQ3YtCBvBEgGChd5Forv7aefjKCCS34DVOzPwr1mlY,아랄아랄아랄해,555,725,685,False,False,False,False
GRANDMASTER,1dZ7CM36YXPFSq_4bmG5KfD1lbnqXfk_75LKsboTVqiBpuDtB-PBC-chDQ,jingdaijieshu,510,857,806,False,False,True,False
GRANDMASTER,Ok6b_1xABPClzacCIL1cbA6hD6AVEEZ8JmRvJRZwZ2vVJXE,superlative tool,541,1136,1082,False,False,False,False
GRANDMASTER,g6cuclmFzhvhLsIbFmP5-EFrUT7hZN4nq3lJ4NCDIcSlzq0,hyc0505,422,738,708,False,False,True,False
GRANDMASTER,RYxxNEr1pm14wuxb09tWLjKqO_0W46enYVxukRarIFHTiAZTmzOQZ9hLgQ,4cm,531,413,355,False,False,True,False
GRANDMASTER,Hd205KbPUNQRu7c5xqlANGTVAItAH4G1cEaem2VyhhSUwyQ,Gen G Winner,558,495,453,True,False,False,False
GRANDMASTER,6huqU0WjASvZg0x_bQXdIH5tEMFfTzQefMXqvCtx6a4o-3g,Crulser,680,1329,1286,False,False,True,False
GRANDMASTER,_u3DydUATAXSlVc90B3UvekJJddjmN3NFV1jQs1Er1FrxQ,광팔햄,495,596,549,False,False,False,False
GRANDMASTER,9FoAWyC0WuXZVyHK_Fsqr_z5fA3QyoT829mNEybrj3ZBT_U,Star Supernova,508,713,664,False,False,False,False
GRANDMASTER,wki1nmCS2OxhjmJp7H0Yj3L7mGbdCuulQIUVaGJ8drW64Xk,Gen G Lospa,527,806,764,False,False,True,False
GRANDMASTER,Jw-zLcESARHg0nuFb17-4Up10SkQ3TVAQHzsNjk9tsk1BQIA__-6T5bbEw,씨야보람,483,133,82,False,False,False,False
GRANDMASTER,Jm3433Pnj5GvF6gI6Iso_PbN2efjxuDisYOgqrLxM42KhFCRt3116WA84Q,그럴 1 없지만 ,461,473,418,False,False,True,False
GRANDMASTER,etgVtcod94ReMhTeAkaYkwDdKQlmiTu17JGxPgZWrOSrblY,빌었어,580,276,239,False,False,False,False
GRANDMASTER,1q_B_F-n7l926r6x59JD-Rr8ahI6zjiEBDa_ozmBqzW4xwIWbvY8E6J7iQ,Is Y0u Down,442,102,60,False,False,True,False
GRANDMASTER,1ZjCxvjinAXNOAxmGh4f95Y6cNlxXGyiKLdMpjk5H1J9pdk,이 쁜 채 팅,769,178,129,False,False,True,False
GRANDMASTER,nhnHUyypkDvfK4sy-af1VF1u9Md1ASgWe4nkqd4vckYmpwA,네가 제일 빛나,514,419,393,False,False,True,True
GRANDMASTER,XPhBBWfZHOfuYy0VklTPSsHnecN1G-Swe26L4KCPlsHCFi0,싸우지마 애들아,478,240,196,True,False,False,True
GRANDMASTER,X5-RZZ0yJAZAgqSk2G6aTL-7JjahfRYqviwWqpFYoBHwmiQ,여긴지옥이분명해,535,238,184,False,False,False,False
GRANDMASTER,IHbpds738Zb5eMWbaeWXATxOpdNn9vOTIYf-MTzoM4viV30,제드빡고수,521,195,126,False,False,False,False
GRANDMASTER,w5m6wHwJmHWl1-1fmJjVPDmUNQTt7wNXIovMUU6ilAHsMCo,말걸지마라18,471,675,637,False,False,False,False
GRANDMASTER,j9dt4wyI9dGUxOd7-tZNYSmGm63AZg0MD6EHsu4drGQoZ0I,나 한상준,558,361,325,False,False,True,False
GRANDMASTER,PZniVHAd44SqWyRPKI8B4PaHSnwCYhd0C3DA8CZQ4ojQDrxsusLwgBZwgw,Leminem,570,105,68,False,False,False,False
GRANDMASTER,-RHyR3hEDr8Iah2oCXB8KAHq8ht-J7GPQdCKgAquCZzwj5w,Finale of life,666,1454,1397,True,False,False,False
GRANDMASTER,nsYX5jThIU03No6r4ugtpGKdwwWRAejst6iaE06Kaxp5sN7Wt4yFUhczoQ,Elkqwerdf,684,866,815,False,False,False,False
GRANDMASTER,Z4_TGSYfjKiOKzor2qWQho850be1gkP8tfioUyNWp9OWEPo,엄청예민한상태,627,409,351,False,False,True,False
GRANDMASTER,8FmnRDTye3VB_IfgfhChPADklopcHlOBtHHeq-GR1FhmibKP69D4sHLOhg,CITRU5,688,147,92,True,False,False,False
GRANDMASTER,1O5jJ8thbpALHNaTydKE5Rd2F5FrcfZPCjxp4r9odMpTyvpA,Mg mid,632,1184,1128,False,False,True,False
GRANDMASTER,2c1amybBotsYzrAWYa_Gfe5XQPVpdMCPxrGkVUq8o1W4xUo,HashtagWin,672,302,257,False,False,True,False
GRANDMASTER,ctZGU_Xd0muljNgo31kSoUptas2B3_7Cvx1IytbayPASA24,hao yun bao bei,432,316,278,False,False,True,False
GRANDMASTER,Pe2uAafnlLp8sYykBOzvtVhbtf4OXs05tl02JwgXGJWh9Q,지조있게,423,1065,1032,False,False,True,False
GRANDMASTER,yoRW1Tb9ZLNqLsb7ABNghT_xKwhJyig_FdmpOnLHsP7ZD6c,부산여행 떠나기,667,567,524,True,False,False,False
GRANDMASTER,X4jy1tqtpxc5y-bSx2Dr5GhF9r386RT2GexyxD3TCsUFbAs,그라가스할래요,502,249,172,False,False,False,True
GRANDMASTER,1rXBgGzmvYQuRxKW1SGKYSwl1FzVMITj8AfzDfZmIAIYH88,pzz 1,609,275,231,False,False,False,False
GRANDMASTER,C772VAS01PQkEQq5JNKydXrd0Eud_PGNZNoTqM_bo-EQ5Zk,실패따위,601,451,409,False,False,False,False
GRANDMASTER,LdQz3td6IL3G6t6jB3TmUgn1v6VpYSqkPBrqLBegTC7309I,Ottogl,562,691,633,True,False,False,False
GRANDMASTER,aRLk-hBaRyny_ltH7u1pXnkrPDGhKIuXFZ2DJWzx9ZIKUck,Jerrya,550,567,523,True,False,False,False
GRANDMASTER,a0R5queQLUYDLW30QRRbkd2WMa_apPFnn7aY28UlEUmmv_WFE-Y2mDadcg,oilf,622,468,387,False,False,True,False
GRANDMASTER,qzCLVo1TOWocEYnZw7eMSGF2UTdhabPWr0vF_qNrB5b9mRw,alasseo,618,525,483,True,False,False,False
GRANDMASTER,m7GJxcGwXXw6y_8w9MsbcwbkSc4zet2dBdXTWTaLAFQNz5_u-JB93qQwEg,gggameee,580,807,754,True,False,False,True
GRANDMASTER,6d7rKczHEZCna0F-HsXuqirncanliGK_IegA0pLMv7pE4M5dTsUjv4lBtA,bai si yyds,694,346,272,False,False,False,False
GRANDMASTER,5O-LcOR0JKfZl1k5WH0WM97GWWEzkzi5ihRNvIm49ZqxQCs,Mla3,431,205,181,False,False,True,False
GRANDMASTER,2hhsbij0cn_nGWkBa7Aj0ZasZriYnzO36bODvN_IK6HLuea_Zy6KDr9r3Q,포슬포슬 감자,419,748,698,False,False,True,True
GRANDMASTER,g77fifN2VvUWmFHwcliQ3118I3JvefKrCN2XnemaUyOfV2wttihQ7_sORw,Tar7an,670,712,651,True,False,False,False
GRANDMASTER,Tz_TYtKJcZ9BNdhCB1iqKTQzfuXCYXXKrgD1Sv0AJ3qlBxIj,T1 Minous,428,655,616,False,False,True,False
GRANDMASTER,tPOOGeXiQ-ScpGvYaBwTcN-iFrDXiKeEROxcHxw7St3bZWc,루치TV,485,674,639,False,False,False,True
GRANDMASTER,1meRic_KYTLbdvwx5UOK8Bwo3rwuBFTVhEF-egd7PvxY8ws,윈터 gongxi,557,268,215,False,False,False,False
GRANDMASTER,O5w5fJfgOYFmcFiakSn-FSuiSA-nMgYaKXuqKlA834S189o,희태시기,612,829,787,True,False,False,False
GRANDMASTER,f1qFhV-TGsZ3ad8dd586ZuaSlKVB511L6muNh6bVBqCc9Sw,날쌘 화살 신태민,429,893,853,False,False,False,False
GRANDMASTER,cnKi-vwZ0bFBpVpxfkKAL7Qo6aU0MPNS8CXdlY-VYjTDz6Y,BRO TaNa,566,964,916,False,False,False,False
GRANDMASTER,FwlcR1SJXLzLH4pYO97ZrWIZzE-yJT-mbv-b5eah3VBWJtlRAx97iYRdbQ,Yagao,653,829,769,False,False,True,False
GRANDMASTER,iRt4REkqejUG09pVw3BMSTELxHD_4CMGmVz_eZyQ6N4ewfQ3Hj4pgJtE9w,덥지 않던 여름,556,109,56,False,False,False,False
