tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,1raUbhXgvtvtll-gniyl0uC1ZJb-zJHxk0MyhFLYDOJHdas,X1LANX1LANX1LAN,499,512,482,True,False,False,False
GRANDMASTER,-0B54i1EC6QfX2KA0wwa-u5OqIQIm8Zu2ItBaEoHG2l3eA,타락파워조이,673,329,293,False,False,True,False
GRANDMASTER,Vm22-J8b8UvEJ3wnX0HxNu8R1aQoQz7kV9VSmIOHgSBCgg,Happy Cats,641,597,554,True,False,False,False
GRANDMASTER,0GSa1YyXjna1JxNDcIJNGZljFCQArbWLJjoOe_pRvMwhyiWZl3cyCAnMcw,이스포츠 프롬,701,235,178,False,False,False,False
GRANDMASTER,4WK4mALNCEz7H27lzdaJD3vSO6nLnBTNt5IIomDzffY5sZA,Shadow Supreme,472,316,291,False,False,False,False
GRANDMASTER,JKWq0Z8dEKqbDtaEbDAiwMcI1HG6mDckcH7xCYBwhuxbIeE,Liiv Howling,489,547,500,False,False,False,True
GRANDMASTER,dkjvJQ8hsIEcScvgFYfBLm93QX5TmVxvytH4KqMukrokbw1VUkRcUVRwoA,암흑 우주 럭스,546,242,178,False,False,False,False
GRANDMASTER,fIIe2uBTModbm2PKFfdaR11t0fwDrF1frin2s65rMLOWGkhk,Quates,519,357,318,False,False,False,True
GRANDMASTER,LQflwx0tZDhEMQeG8YzFw4Re_DSbqx14CJktqtoLpipcYOM,목베개도마뱀,414,435,323,False,False,True,False
GRANDMASTER,LEhqnSuk-aQ7qXucm4vetdxmIPpofE4V1IDNwk10tWnMlQ,98K,731,661,567,True,False,False,False
GRANDMASTER,vHYv-Q6FyJnkSfulXb0LsvkDkuXyyGteIpzQlt37Zsmji24,노 빅,692,153,109,False,False,False,True
GRANDMASTER,v4qOw1jzqs7vj_zOarowIjF_fH8_403bdwmQBNeA3zMFzQA,T1 M1reu,498,427,374,False,False,True,True
GRANDMASTER,RyCwDNKw0Zqd057eHg953ya7vCoXIWcKaQz_F2K_6bd7AZQ,qldurtms,535,141,106,False,False,False,False
GRANDMASTER,W6w5U823MRrKpoKgJX80G023nLlXTeTwYh8EyGKcD-eq2rTHumfk8BvGcg,sakuradog,576,251,207,False,False,True,False
GRANDMASTER,Mcoz3WQB8La0eZ4wXktd6Hbg5msF5TmPwXnOYfPsBMmXk2I,black kitty2000,483,524,490,False,False,False,False
GRANDMASTER,K4GOWXeSCAIp4yrdpqi6ZPiAx7q-Jhv5zC1Ls2y-nKkMUwU,10센치 fan,495,175,131,False,False,False,True
GRANDMASTER,LBTceoZmUc5mhEk6394uBgXq5_0UFAUUIRSWSB8ZLwpTwoo,불멸의무빙,589,269,224,False,False,False,False
GRANDMASTER,TdtZ7u9i58U71EH2rcMpgCJb7gFXaLxAiAwVqa46FfKyF6c,지옥 멍멍이,418,179,158,True,False,False,False
GRANDMASTER,tNWxMIExPKgOmFeFscdxwmeBKiZNPlE2PV1a8bNtZX54DA,유미는 공쥬,427,650,585,False,False,False,False
GRANDMASTER,IXF4HplyH6qLQDSUapt9L8DIhal1ybyhXeXpRwY0F5l7B9vBBI07tB495g,매일 웃는 얼굴,525,532,474,False,False,True,True
GRANDMASTER,hF-WGRx_DdTCxIhCcFyfu3XsWxsMVNNIwDdeihYmbGncZQc,Rumor22,497,402,371,True,False,False,False
GRANDMASTER,yuqzS7nXCgtHQ0_T0tWMc7CAWI4KfKSHaKbgRvZ6Kq_Kq-eDnhyzgz0YCA,M416Kar98,430,486,388,False,False,True,False
GRANDMASTER,Df7DwsAUZL5mW5zx4I8XncIrGj7bsC9UMtyirdE1U5ieYA,GaI25,437,285,251,False,False,False,False
GRANDMASTER,9OHqJC0_N4xVywiOWhFL9e4GKq8k0vTX4AOS2moMQHHpe5Hu,T1 R ADC,585,580,525,True,False,False,True
GRANDMASTER,dqbVIsQrgKmNImRdObwoBpXW0Z7d0k3OPwME1ujUovk10hk,Savage,754,1358,1293,False,False,True,True
GRANDMASTER,KXXmaW17UyQKLxPHvL-0a51an4cyYGh0gP10pFBjLznYUvMK,Over Pack,511,182,151,False,False,False,False
GRANDMASTER,NLXUX_F-MnDLeK1_Kfc8_6mzvFNiefJRDfqjS5nwgapSVAg,Set it Off,499,473,440,False,False,False,False
GRANDMASTER,CO7Da8gnkEax9zVLqEcPiDR7iFPYS54lHUEjgfFzlmwdVBM,ZhanQi,483,163,113,False,False,False,False
GRANDMASTER,LIEnXq6i6XiHObV0dj1FYqnhF-jn37tDp-1xJzA1-5MnDac,곧 있으면 졸업,446,618,581,False,False,False,False
GRANDMASTER,PXvRYR8_asWECTXrRwOahFrKDLga-qKzxJXqQHPz03HmC7w,a1da2d,487,1304,1267,True,False,False,False
GRANDMASTER,YBjLD6Uk4Mq5YRY_UeL5ceeYhB6ZGYb-v-FCQCvjQuIxltc,Seize the day11,585,402,375,False,False,True,False
GRANDMASTER,d1veV6qRMHGZvEO5wgTkP6DlYWoCMokxzjb3hW0ExeZYfp30,오빠거긴방귀구멍,420,279,254,False,False,True,False
GRANDMASTER,pW3oe7jM8KMDNLGOgxVVBrdd3FOD_TdQ_xxrmEox5cnP030uHjdxzn4Q0w,ljq1,519,329,272,False,False,False,False
GRANDMASTER,5op5fvv5EUwBemXnkgQ_H1dMBqbDl-m36xhSSGiBRH1FNxWmYIh2TC9GGg,huizaijianma,462,714,679,True,False,False,False
GRANDMASTER,Gexl7AuVfGl-fHKP3ff_DAc_dMPqiIF-e1U-dE9Q-ADThQ,겨울잠자는고양이,440,482,436,False,False,False,False
GRANDMASTER,SZE3yB3jbqhieX6HiKC39Bo_TfjDoXIkHaVjLYQBesX4REQ,EzrealKlng,440,175,137,False,False,True,False
GRANDMASTER,pv2Z68vapcjUY70U2t0jH1rzJhq8L1vQ7d7L5OjnBqqxBWF2NDlhcuvC6A,KT R JGL,442,781,737,False,False,True,False
GRANDMASTER,S-xPD2aeA28Vuqgn0PTuHOEU9lm3aTx7jg0jEEzEV6Ej0fo,승승웅,499,241,190,False,False,False,False
GRANDMASTER,CCH-KPWWtTp89LilP6dOoCBtwB9S0NsC9jfTbOKZzvTujqzU0vww6Oqd0w,unlucky boy1,611,1152,1096,False,False,True,True
GRANDMASTER,4upq9viDtCwCpUKo1hOzPqXJsNOo0w2Xl11eu3dVOYyMmCI,해병대출신미드,432,127,90,False,False,True,True
GRANDMASTER,jLVrhz0vcbaAZKgGUkDfjSqYk7W-CIw6Bpg9mebHqlGgUuO0,04년생 원숭이띠,466,312,274,True,False,False,False
GRANDMASTER,JpZGevbz-RW0Or_83kEIgqmviFMxnHCqeFpo4KdFGw_uIQX1,빅딜 이동하,403,715,684,False,False,True,False
GRANDMASTER,lTn_4sIRk-iv2sa-SNryczH3zjAd2u7tIg0Kwkda-kBp2xQ,열심히해볼생각,599,563,524,True,False,False,True
GRANDMASTER,AsQYIcj07wZaWboG1-rzujbYip2mWqP0Zszl8rqn96IPljQ,교잘도,706,366,319,False,False,True,False
GRANDMASTER,SvwATDkPlaJKorw_gjLbJA2-3aOZ7JtHPLmv8kT1RYu88BMzci5hxaK9QA,pdfgh,693,348,274,False,False,True,False
GRANDMASTER,KzFJ1yZMKMQ3fOQUP7afAgrPGWE8pK2CKcpvUvt1yX0Dg_toMnEZrcj5hQ,wu tiao jian,592,916,861,False,False,True,False
GRANDMASTER,s1aRucsbOGk7ekm759m_DkNNG1bA8E9y5bx-FZIAdMRonfY,Chengnianren,575,1355,1314,False,False,True,True
GRANDMASTER,XymT9msgTSrAY_EGwhTogOBDJPA4_6uFbpFmTDL8fiFWtrI,페퍼 파퍼,618,594,546,False,False,False,False
GRANDMASTER,K28ZWFJ7-UQ25foymuQVSKrlPh78GEf1bkTJn5dVE-_QS1E,안녕 나는 성인,547,518,487,False,False,False,True
GRANDMASTER,88RLnSTX3DtAbK5huH4vrG_bm0dbtMYt9_RXL_MaGIczsWw,버기해적단 버기,438,161,131,True,False,False,False
GRANDMASTER,cgn48N2jXt4irnVXY8tq_Ds_7p6bb1xvksM2q9yzEyvH5a8,2005 07 06,627,713,659,False,False,False,True
GRANDMASTER,MU450KGOEoaqwkwrpIfoYYZijwVHBuJvVi6BH-DzXKgUHsf5L1G4DxFOTg,xfwerxs,679,955,897,True,False,False,False
GRANDMASTER,XzI8oC0ncfUShOXG0Pe_HwbygrfyvutfWRrMpa4qNy_8Q4GO6u1rK_L0zQ,shui men,589,723,680,True,False,False,True
GRANDMASTER,c0Xaj-AhQx2N-sjbdoC7C6Ce6A59H7dsWFDwMKFkr6f3O6s,wannabe rookie,608,261,219,False,False,True,False
GRANDMASTER,289h4o5r1Nv-89bK_qYzMbZ2-ZcH-ILhVk-hUleqOFmtHdU,누워서침뱉,570,1120,1080,True,False,False,True
GRANDMASTER,kV1Jkq-PyZM03Zt97fOipEkhqA7TrSa9By9akXyE6z6Yg94,챌 봇 감,628,351,306,True,False,False,True
GRANDMASTER,UnVhBDyhvz8IAadPg3t3XOKKaiEZmGCW2f_nPspm9BEv29o,Iiiiiiiilllli,455,290,246,False,False,True,True
GRANDMASTER,-T7qzrqJbG3CXIztPyNN4sVI-nxHnBR8JCkBklHiFzEo18g,OHwiN,425,423,384,False,False,False,False
GRANDMASTER,cVUzzQ8xjKVTlTRRwDqgIRWrJ4syHMsUBlkGN8aOQ3aX3Kw,euroeuroeuro1,570,419,387,True,False,False,False
GRANDMASTER,OH3Ao1Zfz5dmm_2DuYyfgy0shYsnJYzmGAAzeB2LP_N8fQ,멘탈하난좋아 ,426,144,109,False,False,True,False
GRANDMASTER,-N1UZd5GUBBuWyDwpS5kL2gsZ5An-cFWNX6b2srcpRz9WPY,cxybaby,563,247,180,True,False,False,False
GRANDMASTER,4rQkLfGBzeM_41gCCBJ4sU3R87983-qimPj0AoTE21KO3cI,파워업키트,604,471,432,False,False,True,True
GRANDMASTER,e2RKA4c2Kt_xqzHGC92Ftvm9T5Yk6EkFzW-rOuEwvs1xbg,DWG Bubbling,694,458,403,False,False,True,False
GRANDMASTER,a1lW3an6P8jT0e2SHeoM_YG4Elt8_CYn_Yyr086Ugzbn-uhGN4-doAj5KQ,Tarooo,443,228,183,False,False,True,False
GRANDMASTER,MaGL5kaOloESl0U6VyHGvH9u67nn5IvAVMbFSrt-hZYw_6M,1998zhg,650,260,198,True,False,False,False
GRANDMASTER,Jyx0UpML9HqEuMXE4TH2AsfNqaGTf7Dr0lxMWUv05VGtX94Cpzovrmnsbw,shuangmaweiyujie,611,293,243,False,False,False,False
GRANDMASTER,5OeE1-IraBaQ1HK78DNNuRzwThGiglzRdKb4caMvLy_5jgyfCpS9wWuksQ,godyaos,572,254,174,False,False,True,True
GRANDMASTER,jfQKRz887nzvIHD6ZH_IQomiMGi_BBvnBw9UTaHKrnDEZ8Q,정현심,521,755,722,True,False,False,False
GRANDMASTER,Ebj3kGtWf6gDaXi418umWIPrHdNBfupprP2ZXf5cbi_rM4k,TwitchTV석빵빈,563,243,203,False,False,False,False
GRANDMASTER,3Mcn6oYN5Ns55zvSQav0fgd4Gs8gGbwt9IWKZokYnd4dYRM,JeonghoonExecute,493,349,309,False,False,False,False
GRANDMASTER,ijfM78T_dI2D5aWQa_p8rsNa3AWmgpg4jpH7DDW_ASO3sJw,Mocha,722,621,572,True,False,False,False
GRANDMASTER,9WlGKplbT4IEf26szVC2XpZyAcyYuZ8qeiOT4f6qmY7Bqq0,One Last K1ss,526,286,258,False,False,False,False
GRANDMASTER,I9Q2QVmRq1yIgoifQDJO5PL4iYVjymvzBTRXgFIc22N0GPc,태기베어,646,275,226,False,False,False,False
GRANDMASTER,_hgO3Zhtq6oPG5Z2MLO5j2vJcIbKuZrSXtluZclws5jRY6Y,백색말처럼,434,903,875,False,False,True,False
GRANDMASTER,fgnGOcqT3FepcuuLeeGMu1tkiVng_sS7_fdJ8GKwXi9YIA-NQ6R8u4Ycrw,sibaaaaaaaaaaa,645,1122,1033,True,False,False,False
GRANDMASTER,Tk9__Gbpqw0v5T8za3RpBFQnwbOaTx1pCPhvq32Kc6Q1HvI5,BMX1234,549,1775,1718,True,False,False,False
GRANDMASTER,t4yzNBXkL3_yZYt-vdvz7fr3aoL_la1NST8k-xTQ6AmXQ0E,어서이겨라,633,563,497,False,False,False,False
GRANDMASTER,h8-ttq-67OBJqCes7ispYNNvV6XDe-1m2GD5YwfpZlWmdlM,BAA Lucia,485,628,542,False,False,False,False
GRANDMASTER,xglVF8d2wKJcvowQ6FeF_LtWbgrzxf2Y06ln4JnneN1tv5mgLDPgHLYb0w,zhlwozuiwo,565,396,352,False,False,False,False
GRANDMASTER,6YJFmmZDfrzV_wZdJwLF4oYe75i11aIZlIO4MpHIbUyrWRI,걍형욱,532,232,198,False,False,False,False
GRANDMASTER,krffawelPOiMf83PKaATUsiGHxt5UfKPIZ6Pah_cf2XPZ3r4-Cxc5VoeaA,Spongebbob,696,526,464,True,False,False,False
GRANDMASTER,qq31zbMoqabpB6sn5J59jyeNRz2fdH1aYqmYqcCAH3KjHFbXRr-rjHou7g,Raindrops Flower,495,283,226,False,False,True,False
GRANDMASTER,XHltD7YgAoMtmRPzLGynAx5o1-PTuB2QYjPbj8hh7UM3_og,맛난거먹는사람,420,154,117,False,False,False,True
GRANDMASTER,vPnCjNJzODGqoS20pZaOMVf_CR_PYpEHFIKWlhyjQR0mAvo,고라파덕 키울래,673,869,818,False,False,True,False
GRANDMASTER,SBXVfhzcTBZNG_j39hlXgcmpO_epOmk6NJUTz0MfbVZwE7M,11baby,631,417,378,False,False,False,False
GRANDMASTER,km214l7efsUbkKV6qqLVG41f_ilhTC0hP7mou-ElCQejD5k,돌이킬 수 있는,571,574,542,False,False,False,False
GRANDMASTER,zHVMK9luiWkE23HRU5keVJqqBI7SH-IKWFM_9XalKlKbrVZsJHv0F3Y6rQ,DK Mint,557,190,131,False,False,False,True
GRANDMASTER,uLnfFtjrPAAnf7pJfcxgB3jtHvuFZq7yK4IZ53tdi62P04E,fat sheep,530,212,181,False,False,True,False
GRANDMASTER,aCjRMuTE1rYB-wI-zlBTalTQvZ51BoCjyTuOcPjryCeZSdo,heize fans,493,350,301,True,False,False,False
GRANDMASTER,O7K9GOjs-51_jN7pZZzPLSl84xyFFe9UvWpVP14LYAPAAgY,dkkkkkkkkkkkk,415,346,313,False,False,True,True
GRANDMASTER,5jBy7gNRpM_qSa844dUTtf91q99EK6A2iMmQu2Z71H110n0,DangerousBoy ady,502,1331,1299,False,False,False,False
GRANDMASTER,P9Uxz1tS4atg8lm7dU0YlaaM7sfRIm_QBHCxTa_9w2--piI,틀니압수수색반,654,353,311,True,False,False,False
GRANDMASTER,gHqJi8QEKJKbgfgpqOlV-c5nKanf9CjDJtD9I8846AD2CRY,치쯔스틱,621,479,395,True,False,False,False
GRANDMASTER,HSMvKGDyQoh24HKi2yImFt5Vz6Q_3xZijFU98--L1NpsP17pgsee6w2MUw,abczxd,558,525,435,False,False,False,False
GRANDMASTER,BiCN--4IGHzllD2QejoNIZssnlVrB-P5bewiz74WVs0GcwZ3P4QaNr6UKw,meibuff,470,359,309,False,False,True,True
GRANDMASTER,HRfbP0adXLhqx9NQK2mZuwfjbowmgzlQez1eVklCb9DF8YOgiNL0VRoseQ,sao ma do duoc,661,1060,995,False,False,False,False
